ts_utc	model_alias	ctx_size	task	status	duration_s	prompt_chars	completion_chars	prompt_tokens	completion_tokens	total_tokens	port	gpu_layers	mem_limit	json_path	log_path	notes
2026-04-24T02:03:03Z	qwen3_next_80b_a3b_q5km	16384	summary_report	ok	17	29049	1438	6007	286	6293	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx16384_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx16384_summary_report.log	completed
2026-04-24T02:03:18Z	qwen3_next_80b_a3b_q5km	16384	summary_plan	ok	15	29112	918	6018	185	6203	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx16384_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx16384_summary_plan.log	completed
2026-04-24T02:06:15Z	qwen3_next_80b_a3b_q5km	32768	coding_api	ok	29	57970	1997	11963	384	12347	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_coding_api.log	completed
2026-04-24T02:06:44Z	qwen3_next_80b_a3b_q5km	32768	coding_review	ok	29	57934	1588	11955	384	12339	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_coding_review.log	completed
2026-04-24T02:07:13Z	qwen3_next_80b_a3b_q5km	32768	summary_report	ok	29	57885	1907	11951	356	12307	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_summary_report.log	completed
2026-04-24T02:07:36Z	qwen3_next_80b_a3b_q5km	32768	summary_plan	ok	23	57948	666	11962	138	12100	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx32768_summary_plan.log	completed
2026-04-24T02:10:17Z	qwen3_next_80b_a3b_q5km	46080	coding_api	ok	37	81399	1916	16799	384	17183	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_coding_api.log	completed
2026-04-24T02:10:55Z	qwen3_next_80b_a3b_q5km	46080	coding_review	ok	38	81363	1584	16791	384	17175	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_coding_review.log	completed
2026-04-24T02:11:32Z	qwen3_next_80b_a3b_q5km	46080	summary_report	ok	37	81314	1772	16787	329	17116	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_summary_report.log	completed
2026-04-24T02:12:05Z	qwen3_next_80b_a3b_q5km	46080	summary_plan	ok	33	81377	1023	16798	219	17017	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx46080_summary_plan.log	completed
2026-04-24T02:15:01Z	qwen3_next_80b_a3b_q5km	65536	coding_api	ok	52	115642	1947	23859	384	24243	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_coding_api.log	completed
2026-04-24T02:15:53Z	qwen3_next_80b_a3b_q5km	65536	coding_review	ok	52	115606	1512	23851	384	24235	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_coding_review.log	completed
2026-04-24T02:16:45Z	qwen3_next_80b_a3b_q5km	65536	summary_report	ok	52	115557	1738	23847	340	24187	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_summary_report.log	completed
2026-04-24T02:17:37Z	qwen3_next_80b_a3b_q5km	65536	summary_plan	ok	52	115620	1587	23858	384	24242	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx65536_summary_plan.log	completed
2026-04-24T02:20:40Z	qwen3_next_80b_a3b_q5km	76800	coding_api	ok	60	135467	1960	27949	384	28333	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_coding_api.log	completed
2026-04-24T02:21:41Z	qwen3_next_80b_a3b_q5km	76800	coding_review	ok	61	135431	1599	27941	384	28325	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_coding_review.log	completed
2026-04-24T02:22:41Z	qwen3_next_80b_a3b_q5km	76800	summary_report	ok	60	135382	1727	27937	339	28276	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_summary_report.log	completed
2026-04-24T02:23:42Z	qwen3_next_80b_a3b_q5km	76800	summary_plan	ok	61	135445	1550	27948	384	28332	8167	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_next_80b_a3b_q5km_ctx76800_summary_plan.log	completed
2026-04-24T02:26:53Z	qwen3_coder_next_q5km	16384	coding_api	ok	21	29134	1931	6019	384	6403	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx16384_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx16384_coding_api.log	completed
2026-04-24T02:27:13Z	qwen3_coder_next_q5km	16384	coding_review	ok	20	29098	1559	6011	384	6395	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx16384_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx16384_coding_review.log	completed
2026-04-24T02:27:34Z	qwen3_coder_next_q5km	16384	summary_report	ok	21	29049	1616	6007	363	6370	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx16384_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx16384_summary_report.log	completed
2026-04-24T02:27:53Z	qwen3_coder_next_q5km	16384	summary_plan	ok	19	29112	1267	6018	316	6334	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx16384_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx16384_summary_plan.log	completed
2026-04-24T02:30:52Z	qwen3_coder_next_q5km	32768	coding_api	ok	33	57970	1975	11963	384	12347	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx32768_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx32768_coding_api.log	completed
2026-04-24T02:31:25Z	qwen3_coder_next_q5km	32768	coding_review	ok	33	57934	1579	11955	384	12339	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx32768_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx32768_coding_review.log	completed
2026-04-24T02:31:58Z	qwen3_coder_next_q5km	32768	summary_report	ok	33	57885	1790	11951	384	12335	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx32768_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx32768_summary_report.log	completed
2026-04-24T02:32:30Z	qwen3_coder_next_q5km	32768	summary_plan	ok	32	57948	1459	11962	372	12334	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx32768_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx32768_summary_plan.log	completed
2026-04-24T02:36:08Z	qwen3_coder_next_q5km	46080	coding_api	ok	43	81399	1909	16799	384	17183	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx46080_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx46080_coding_api.log	completed
2026-04-24T02:36:51Z	qwen3_coder_next_q5km	46080	coding_review	ok	43	81363	1698	16791	384	17175	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx46080_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx46080_coding_review.log	completed
2026-04-24T02:37:33Z	qwen3_coder_next_q5km	46080	summary_report	ok	41	81314	1519	16787	326	17113	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx46080_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx46080_summary_report.log	completed
2026-04-24T02:38:15Z	qwen3_coder_next_q5km	46080	summary_plan	ok	42	81377	1399	16798	338	17136	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx46080_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx46080_summary_plan.log	completed
2026-04-24T02:41:17Z	qwen3_coder_next_q5km	65536	coding_api	ok	58	115642	2014	23859	384	24243	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx65536_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx65536_coding_api.log	completed
2026-04-24T02:42:16Z	qwen3_coder_next_q5km	65536	coding_review	ok	59	115606	1587	23851	384	24235	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx65536_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx65536_coding_review.log	completed
2026-04-24T02:43:15Z	qwen3_coder_next_q5km	65536	summary_report	ok	59	115557	1761	23847	367	24214	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx65536_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx65536_summary_report.log	completed
2026-04-24T02:44:11Z	qwen3_coder_next_q5km	65536	summary_plan	ok	56	115620	1265	23858	265	24123	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx65536_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx65536_summary_plan.log	completed
2026-04-24T02:47:22Z	qwen3_coder_next_q5km	76800	coding_api	ok	68	135467	1907	27949	384	28333	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx76800_coding_api.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx76800_coding_api.log	completed
2026-04-24T02:48:31Z	qwen3_coder_next_q5km	76800	coding_review	ok	69	135431	1652	27941	384	28325	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx76800_coding_review.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx76800_coding_review.log	completed
2026-04-24T02:49:42Z	qwen3_coder_next_q5km	76800	summary_report	ok	71	135382	1718	27937	384	28321	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx76800_summary_report.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx76800_summary_report.log	completed
2026-04-24T02:50:51Z	qwen3_coder_next_q5km	76800	summary_plan	ok	69	135445	1579	27948	384	28332	8168	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen3_coder_next_q5km_ctx76800_summary_plan.json	reports/publish/text_bench_2026-04-23/qwen3_coder_next_q5km_ctx76800_summary_plan.log	completed
2026-04-24T02:58:13Z	qwen35_122b_a10b_q4km	16384	coding_api	ok	232	29134	1691	6413	384	6797	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx16384_coding_api.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx16384_coding_api.log	completed
2026-04-24T03:01:41Z	qwen35_122b_a10b_q4km	16384	summary_report	ok	207	29049	1057	6402	217	6619	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx16384_summary_report.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx16384_summary_report.log	completed
2026-04-24T03:12:26Z	qwen35_122b_a10b_q4km	32768	coding_api	ok	439	57970	1632	12750	384	13134	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx32768_coding_api.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx32768_coding_api.log	completed
2026-04-24T03:18:59Z	qwen35_122b_a10b_q4km	32768	summary_report	ok	393	57885	330	12739	59	12798	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx32768_summary_report.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx32768_summary_report.log	completed
2026-04-24T03:32:28Z	qwen35_122b_a10b_q4km	46080	coding_api	ok	638	81399	1698	17906	384	18290	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx46080_coding_api.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx46080_coding_api.log	completed
2026-04-24T03:43:37Z	qwen35_122b_a10b_q4km	46080	summary_report	ok	669	81314	1859	17895	384	18279	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx46080_summary_report.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx46080_summary_report.log	completed
2026-04-24T04:02:46Z	qwen35_122b_a10b_q4km	65536	summary_report	ok	975	115557	1552	25421	334	25755	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx65536_summary_report.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx65536_summary_report.log	completed
2026-04-24T04:25:24Z	qwen35_122b_a10b_q4km	76800	summary_report	ok	1190	135382	1680	29780	328	30108	8165	0	85g	llama-cpp-vulkan/out/text-bench-2026-04-23/qwen35_122b_a10b_q4km_ctx76800_summary_report.json	reports/publish/text_bench_2026-04-23/qwen35_122b_a10b_q4km_ctx76800_summary_report.log	completed
2026-04-24T04:28:31Z	gpt_oss_120b_mxfp4	16384	coding_api	ok	23	29134	1932	6081	384	6465	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx16384_coding_api.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx16384_coding_api.log	completed
2026-04-24T04:28:55Z	gpt_oss_120b_mxfp4	16384	coding_review	ok	24	29098	1756	6074	384	6458	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx16384_coding_review.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx16384_coding_review.log	completed
2026-04-24T04:29:19Z	gpt_oss_120b_mxfp4	16384	summary_report	ok	24	29049	1803	6070	384	6454	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx16384_summary_report.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx16384_summary_report.log	completed
2026-04-24T04:29:43Z	gpt_oss_120b_mxfp4	16384	summary_plan	ok	24	29112	1867	6080	384	6464	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx16384_summary_plan.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx16384_summary_plan.log	completed
2026-04-24T04:33:00Z	gpt_oss_120b_mxfp4	32768	coding_api	ok	38	57970	1811	12025	384	12409	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx32768_coding_api.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx32768_coding_api.log	completed
2026-04-24T04:33:39Z	gpt_oss_120b_mxfp4	32768	coding_review	ok	38	57934	1826	12018	384	12402	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx32768_coding_review.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx32768_coding_review.log	completed
2026-04-24T04:34:18Z	gpt_oss_120b_mxfp4	32768	summary_report	ok	39	57885	1921	12014	384	12398	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx32768_summary_report.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx32768_summary_report.log	completed
2026-04-24T04:34:57Z	gpt_oss_120b_mxfp4	32768	summary_plan	ok	38	57948	1904	12024	384	12408	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx32768_summary_plan.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx32768_summary_plan.log	completed
2026-04-24T04:37:56Z	gpt_oss_120b_mxfp4	46080	coding_api	ok	51	81399	2003	16861	384	17245	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx46080_coding_api.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx46080_coding_api.log	completed
2026-04-24T04:38:49Z	gpt_oss_120b_mxfp4	46080	coding_review	ok	53	81363	1860	16854	384	17238	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx46080_coding_review.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx46080_coding_review.log	completed
2026-04-24T04:39:43Z	gpt_oss_120b_mxfp4	46080	summary_report	ok	54	81314	1830	16850	384	17234	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx46080_summary_report.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx46080_summary_report.log	completed
2026-04-24T04:40:36Z	gpt_oss_120b_mxfp4	46080	summary_plan	ok	53	81377	1893	16860	384	17244	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx46080_summary_plan.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx46080_summary_plan.log	completed
2026-04-24T04:44:02Z	gpt_oss_120b_mxfp4	65536	coding_api	ok	79	115642	2028	23922	384	24306	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx65536_coding_api.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx65536_coding_api.log	completed
2026-04-24T04:45:23Z	gpt_oss_120b_mxfp4	65536	coding_review	ok	81	115606	1972	23915	384	24299	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx65536_coding_review.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx65536_coding_review.log	completed
2026-04-24T04:46:45Z	gpt_oss_120b_mxfp4	65536	summary_report	ok	82	115557	1819	23911	384	24295	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx65536_summary_report.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx65536_summary_report.log	completed
2026-04-24T04:48:06Z	gpt_oss_120b_mxfp4	65536	summary_plan	ok	81	115620	1833	23921	384	24305	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx65536_summary_plan.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx65536_summary_plan.log	completed
2026-04-24T04:51:49Z	gpt_oss_120b_mxfp4	76800	coding_api	ok	95	135467	2030	28011	384	28395	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx76800_coding_api.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx76800_coding_api.log	completed
2026-04-24T04:53:25Z	gpt_oss_120b_mxfp4	76800	coding_review	ok	96	135431	1858	28004	384	28388	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx76800_coding_review.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx76800_coding_review.log	completed
2026-04-24T04:55:04Z	gpt_oss_120b_mxfp4	76800	summary_report	ok	99	135382	1868	28000	384	28384	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx76800_summary_report.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx76800_summary_report.log	completed
2026-04-24T04:56:41Z	gpt_oss_120b_mxfp4	76800	summary_plan	ok	97	135445	1824	28010	384	28394	8170	999	75g	llama-cpp-vulkan/out/text-bench-2026-04-23/gpt_oss_120b_mxfp4_ctx76800_summary_plan.json	reports/publish/text_bench_2026-04-23/gpt_oss_120b_mxfp4_ctx76800_summary_plan.log	completed
